COD_EMPRESA;COD_FILIAL;PORTE;B_SOCIO;B_PEDIDO_DEMISSAO;QNT_MESES_ASSOC;PAGO_EM_DIA;PAGO_EM_DIA_POSTERGADO;PAGO_EM_ATRASO;EM_ABERTO;CAT_CARGO1;CAT_CARGO2;CAT_CARGO3;GRUPO1;GRUPO2;GRUPO3;GRUPO4;GRUPO5;GRUPO6;GRUPO7;GRUPO8;GRUPO9;GRUPO10;GRUPO11;TOTAL_PART_EVENTOS;MESES_SEM_PART
P |01|01||56998982|0001|;P |01|01|01|;G;1;0;6;2;0;7;0;26;9;56;3;18;13;1;0;44;11;0;1;0;0;91;0
P |01|01||53039830|0001|;P |01|01|01|;P;1;0;6;2;1;27;1;2;0;3;0;0;1;0;0;3;1;0;0;0;0;5;2
P |01|01||49930514|1638|;P |01|01|09|;P;0;1;26;0;0;4;0;0;2;17;1;7;0;0;1;10;0;0;0;0;0;19;0
P |01|01||12946593|0001|;P |01|01|01|;P;0;1;161;0;0;14;0;2;5;26;0;6;0;0;1;24;1;0;0;1;0;33;0
P |01|01||10221279|0004|;P |01|01|15|;P;0;1;42;0;0;4;0;1;3;35;6;6;1;1;24;1;0;0;0;0;0;39;2
P |01|01||03928516|0001|;P |01|01|04|;M;0;1;30;0;0;5;0;0;0;9;0;3;1;1;0;4;0;0;0;0;0;9;4
P |01|01||01628751|0002|;P |01|01|04|;P;1;0;6;4;0;5;0;0;5;59;13;24;1;4;3;16;3;0;0;0;0;64;0
P |01|01||70177142|0001|;P |01|01|05|;P;1;0;6;5;3;22;1;1;8;40;5;10;5;3;1;21;4;0;0;0;0;49;1
P |01|01||18579855|0001|;P |01|01|04|;P;0;1;8;1;0;4;0;0;0;15;0;7;0;1;0;7;0;0;0;0;0;15;2
P |01|01||61067377|0001|;P |01|01|01|;M;1;0;6;17;8;1;1;1;1;1;0;2;0;0;0;0;1;0;0;0;0;3;2
P |01|01||56994700|0001|;P |01|01|01|;M;1;0;6;7;0;0;0;8;7;45;9;16;3;7;0;24;1;0;0;0;0;60;2
P |01|01||60316817|0001|;P |01|01|01|;M;1;0;6;7;0;2;0;4;3;47;3;16;6;0;1;15;6;0;7;0;0;54;1
P |01|01||61576369|0001|;P |01|01|01|;M;1;0;6;15;9;3;2;7;2;90;5;20;9;4;0;52;8;0;1;0;0;99;1
P |01|01||33325184|0001|;P |01|01|01|;M;1;0;6;16;7;7;0;6;0;0;2;3;0;0;0;0;1;0;0;0;0;6;2
P |01|01||90627332|0001|;P |01|01|04|;M;1;0;6;9;3;7;1;10;21;16;0;17;1;2;0;26;1;0;0;0;0;47;0
P |01|01||40432544|0102|;P |01|01|05|;M;1;0;6;6;0;3;0;0;22;27;6;6;12;0;3;22;0;0;0;0;0;49;0
P |01|01||01694638|0001|;P |01|01|04|;M;1;0;6;2;0;1;0;8;24;17;6;14;1;9;3;14;1;0;0;1;0;49;0
P |01|01||07308868|0001|;P |01|01|03|;P;1;0;6;11;4;2;1;19;1;7;0;2;6;0;4;14;1;0;0;0;0;27;0
P |01|01||35402759|0001|;P |01|01|01|;G;1;0;6;3;0;0;0;2;2;3;3;0;0;0;0;3;1;0;0;0;0;7;0
P |01|01||02977112|0001|;P |01|01|06|;P;0;1;6;4;2;0;3;1;0;5;0;4;0;0;1;1;0;0;0;0;0;6;0
P |01|01||03447242|0002|;P |01|01|11|;M;1;0;6;2;0;0;0;22;5;81;0;24;4;1;25;54;0;0;0;0;0;108;2
P |01|01||13171927|0003|;P |01|01|08|;M;1;0;6;5;0;1;0;4;5;6;0;7;1;0;2;4;1;0;0;0;0;15;0
P |01|01||62545686|0001|;P |01|01|01|;G;1;0;6;5;0;0;0;9;15;10;6;11;10;0;0;6;1;0;0;0;0;34;0
P |01|01||05389137|0001|;P |01|01|11|;P;0;1;8;3;0;3;0;3;10;34;3;8;2;0;4;30;0;0;0;0;0;47;2
P |01|01||03484601|0001|;P |01|01|08|;M;1;0;6;10;6;9;1;6;5;12;0;5;5;5;0;0;8;0;0;0;0;23;2
P |01|01||09449940|0001|;P |01|01|05|;P;0;1;101;2;0;4;0;4;1;5;2;0;2;0;3;1;2;0;0;0;0;10;0
P |01|01||37100880|0001|;P |01|01|06|;M;1;0;6;8;3;1;1;33;0;44;3;10;2;2;2;58;0;0;0;0;0;77;1
P |01|01||09217180|0001|;P |01|01|07|;P;0;1;88;0;1;10;0;3;0;5;3;0;0;1;2;0;2;0;0;0;0;8;0
P |01|01||17469701|0001|;P |01|01|03|;G;1;0;6;5;0;4;0;7;27;108;9;12;5;7;0;54;53;2;0;0;0;142;0
P |01|01||58514928|0033|;P |01|01|08|;G;1;0;6;4;0;4;1;6;5;1;2;4;0;0;3;3;0;0;0;0;0;12;0
P |01|01||03540094|0001|;P |01|01|04|;P;1;0;6;2;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;0
P |01|01||56548779|0001|;P |01|01|01|;M;0;1;6;0;1;9;3;1;1;8;2;3;0;0;1;4;0;0;0;0;0;10;0
P |01|01||07134070|0001|;P |01|01|04|;P;1;0;6;2;0;0;0;1;0;2;2;1;0;0;0;0;0;0;0;0;0;3;0
P |01|01||10720318|0001|;P |01|01|04|;P;1;0;6;3;0;2;0;2;0;6;2;4;0;0;0;2;0;0;0;0;0;8;1
P |01|01||37116704|0001|;P |01|01|06|;P;1;0;6;9;2;7;1;2;7;25;0;8;1;1;0;15;0;0;9;0;0;34;1
P |01|01||03544961|0001|;P |01|01|12|;P;1;0;6;10;1;5;0;15;1;1;1;11;3;0;1;1;0;0;0;0;0;17;0
P |01|01||33775974|0007|;P |01|01|03|;P;1;0;6;3;1;2;1;0;0;3;0;0;0;0;2;1;0;0;0;0;0;3;1
P |01|01||04409286|0001|;P |01|01|08|;P;1;0;6;6;3;2;1;2;10;0;1;6;0;3;0;0;2;0;0;0;0;12;3
P |01|01||03643330|0001|;P |01|01|10|;P;1;0;6;4;1;3;2;2;0;16;0;1;0;0;2;13;0;2;0;0;0;18;0
P |01|01||03928105|0001|;P |01|01|05|;M;1;0;6;0;0;1;2;1;0;1;0;0;1;0;0;1;0;0;0;0;0;2;0
P |01|01||08700812|0002|;P |01|01|10|;P;1;0;6;16;0;0;1;3;14;19;7;5;0;3;0;20;1;0;0;0;0;36;3
P |01|01||09250751|0001|;P |01|01|09|;P;1;0;6;5;1;1;1;1;0;6;0;3;0;0;1;2;1;0;0;0;0;7;1
P |01|01||67945071|0001|;P |01|01|08|;G;1;0;6;1;1;1;2;2;0;9;0;6;1;0;0;0;4;0;0;0;0;11;1
P |01|01||07608927|0001|;P |01|01|03|;P;1;0;6;4;0;1;0;0;5;31;1;5;0;0;0;18;5;7;0;0;0;36;0
P |01|01||78747821|0001|;P |01|01|07|;M;1;0;6;4;1;0;1;1;1;22;1;0;1;1;2;19;0;0;0;0;0;24;0
P |01|01||12285441|0001|;P |01|01|05|;P;1;0;6;1;0;0;0;2;4;19;1;6;4;1;1;11;1;0;0;0;0;25;0
P |01|01||07291440|0001|;P |01|01|04|;P;0;1;6;14;5;2;0;10;0;1;0;4;1;1;2;3;0;0;0;0;0;11;8
P |01|01||63554067|0001|;P |01|01|09|;M;1;0;6;2;0;5;0;5;16;1;1;5;2;0;1;13;0;0;0;0;0;22;1
P |01|01||12526835|0001|;P |01|01|10|;P;0;1;10;9;4;1;0;1;11;25;2;17;0;0;0;18;0;0;0;0;0;37;0
P |01|01||00331801|0015|;P |01|01|05|;M;0;1;13;1;0;3;0;2;0;6;0;0;0;1;0;4;3;0;0;0;0;8;3
P |01|01||23452238|0001|;P |01|01|03|;M;1;0;6;2;1;17;1;7;1;75;3;23;1;0;0;52;4;0;0;0;0;83;1
P |01|01||08226125|0001|;P |01|01|01|;M;1;0;6;1;0;5;0;3;2;10;2;5;0;0;0;1;6;0;0;1;0;15;0
P |01|01||07528139|0001|;P |01|01|04|;P;1;0;6;9;5;3;1;2;0;8;0;1;2;0;0;7;0;0;0;0;0;10;2
P |01|01||11117127|0001|;P |01|01|05|;P;1;0;6;1;0;4;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;2;1
P |01|01||10461302|0001|;P |01|01|03|;M;1;0;6;1;0;4;1;1;3;18;0;1;1;0;2;18;0;0;0;0;0;22;0
P |01|01||08728160|0001|;P |01|01|08|;P;0;1;6;9;7;6;1;8;0;1;1;5;2;0;0;1;0;0;0;0;0;9;2
P |01|01||07913446|0001|;P |01|01|01|;P;0;1;6;3;0;4;0;2;0;2;1;0;1;0;0;2;0;0;0;0;0;4;3
P |01|01||57119018|0004|;P |01|01|03|;M;1;0;6;4;0;0;1;6;5;20;10;1;1;0;0;19;0;0;0;0;0;31;0
P |01|01||17227422|0001|;P |01|01|03|;M;1;0;6;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0
P |01|01||05023670|0001|;P |01|01|08|;P;0;1;6;12;6;1;1;21;0;30;2;21;0;1;0;24;3;0;0;0;0;51;0
P |01|01||04356111|0001|;P |01|01|04|;P;0;1;3;1;0;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
P |01|01||44914992|0011|;P |01|01|11|;P;1;0;6;3;0;0;0;0;6;18;0;1;1;0;18;4;0;0;0;0;0;24;0
P |01|01||03420367|0001|;P |01|01|04|;P;0;1;8;2;0;5;0;31;0;1;1;7;1;0;3;20;0;0;0;0;0;32;1
P |01|01||02606231|0001|;P |01|01|05|;M;1;0;6;7;1;9;1;17;12;20;2;9;4;3;0;29;2;0;0;0;0;49;0
P |01|01||02933193|0001|;P |01|01|11|;P;1;0;6;8;2;7;0;6;47;10;3;12;4;0;14;30;0;0;0;0;0;63;1
P |01|01||00910767|0001|;P |01|01|01|;P;1;0;6;7;2;7;1;4;12;4;2;4;0;1;0;10;3;0;0;0;0;20;0
P |01|01||15438805|0001|;P |01|01|04|;P;1;0;6;3;1;2;1;1;1;17;0;0;0;12;3;1;3;0;0;0;0;19;0
P |01|01||07453492|0001|;P |01|01|11|;P;0;1;6;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||06015859|0001|;P |01|01|05|;G;1;0;6;5;0;7;0;11;16;41;18;11;3;2;0;30;4;0;0;0;0;68;0
P |01|01||11173367|0001|;P |01|01|03|;P;1;0;6;4;2;4;1;33;0;0;1;4;6;0;1;19;2;0;0;0;0;33;0
P |01|01||01125282|0001|;P |01|01|09|;M;1;0;6;2;0;0;0;1;0;2;2;0;0;0;0;0;0;0;1;0;0;3;1
P |01|01||32913188|0001|;P |01|01|06|;P;0;1;6;5;2;15;1;18;1;32;2;10;2;6;1;28;2;0;0;0;0;51;0
P |01|01||03726934|0001|;P |01|01|01|;M;1;0;6;4;0;1;0;7;10;37;5;2;0;0;0;37;2;8;0;0;0;54;0
P |01|01||00512528|0001|;P |01|01|01|;M;1;0;6;2;3;0;0;2;0;8;0;1;1;0;0;2;6;0;0;0;0;10;2
P |01|01||13891678|0001|;P |01|01|03|;P;1;0;6;0;0;0;1;2;1;1;0;0;0;0;0;4;0;0;0;0;0;4;0
P |01|01||67003590|0014|;P |01|01|05|;P;1;0;6;2;0;2;0;0;3;8;0;0;0;0;2;7;2;0;0;0;0;11;1
P |01|01||06027959|0001|;P |01|01|01|;P;1;0;6;3;0;1;0;4;2;1;1;1;0;3;0;2;0;0;0;0;0;7;1
P |01|01||06934208|0001|;P |01|01|04|;P;1;0;6;11;4;2;1;23;11;12;6;13;3;4;0;17;2;0;0;1;0;46;1
P |01|01||15373395|0001|;P |01|01|01|;M;1;0;6;2;0;0;0;3;2;0;1;4;0;0;0;0;0;0;0;0;0;5;1
P |01|01||27865757|0027|;P |01|01|01|;M;1;0;6;2;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;3;2
P |01|01||02107803|0001|;P |01|01|10|;M;1;0;6;9;3;4;0;17;21;17;6;7;0;0;1;41;0;0;0;0;0;55;1
P |01|01||20520367|0001|;P |01|01|03|;M;1;0;6;2;0;5;1;5;7;16;2;3;2;0;0;20;1;0;0;0;0;28;0
P |01|01||04558255|0001|;P |01|01|01|;M;0;1;6;0;0;5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3
P |01|01||07083656|0007|;P |01|01|03|;M;1;0;6;3;0;1;0;6;11;20;12;4;3;0;1;12;5;0;0;0;0;37;0
P |01|01||03613421|0001|;P |01|01|03|;G;1;0;6;0;0;15;1;23;62;169;13;16;21;22;1;118;62;1;0;0;0;254;1
P |01|01||23236821|0001|;P |01|01|03|;M;1;0;6;4;2;6;1;8;11;18;4;4;4;6;1;15;3;0;0;0;0;37;0
P |01|01||15139629|0001|;P |01|01|09|;G;1;0;6;1;0;0;3;2;13;8;0;2;10;0;0;10;1;0;0;0;0;23;3
P |01|01||00002329|0001|;P |01|01|06|;P;1;0;6;15;4;0;1;3;0;0;1;1;1;0;0;0;0;0;0;0;0;3;1
P |01|01||02244592|0001|;P |01|01|03|;P;1;0;6;3;0;4;0;0;13;15;0;1;1;3;4;16;3;0;0;0;0;28;0
P |01|01||03870719|0001|;P |01|01|01|;M;1;0;6;1;0;0;0;7;1;0;4;3;0;0;0;1;0;0;0;0;0;8;4
P |01|01||01438784|0001|;P |01|01|03|;G;1;0;6;14;1;8;0;1;9;21;1;0;0;3;0;26;0;1;0;0;0;31;0
P |01|01||79550679|0001|;P |01|01|07|;P;1;0;6;7;3;0;1;4;0;9;5;0;1;0;1;6;0;0;0;0;0;13;0
P |01|01||94261534|0001|;P |01|01|04|;M;1;0;6;3;0;0;0;23;21;45;7;24;14;33;1;9;1;0;0;0;0;89;1
P |01|01||03011765|0001|;P |01|01|14|;M;1;0;6;1;0;3;1;7;2;0;2;0;5;1;1;0;0;0;0;0;0;9;1
P |01|01||11347658|0001|;P |01|01|08|;P;1;0;6;1;1;0;1;5;0;0;0;2;0;0;2;1;0;0;0;0;0;5;0
P |01|01||14084715|0001|;P |01|01|03|;M;1;0;6;3;0;2;1;0;5;9;5;0;0;0;0;8;1;0;0;0;0;14;0
P |01|01||11181400|0001|;P |01|01|07|;P;0;1;33;2;0;3;0;6;6;14;2;0;0;0;2;22;0;0;0;0;0;26;0
P |01|01||13605741|0001|;P |01|01|03|;P;1;0;6;1;1;0;1;1;1;19;2;0;0;0;0;19;0;0;0;0;0;21;0
P |01|01||13353505|0001|;P |01|01|01|;P;1;0;6;10;2;5;1;3;6;2;5;3;0;0;0;3;0;0;0;0;0;11;1
P |01|01||14063825|0001|;P |01|01|04|;P;1;0;6;11;3;11;0;19;6;25;2;17;1;6;0;22;2;0;0;0;0;50;0
P |01|01||46356226|0001|;P |01|01|08|;M;1;0;6;3;0;1;0;24;6;16;1;20;6;16;0;3;0;0;0;0;0;46;0
P |01|01||01762529|0001|;P |01|01|07|;P;0;1;6;5;3;4;3;1;1;7;6;1;0;0;1;1;0;0;0;0;0;9;0
P |01|01||05784001|0001|;P |01|01|06|;P;0;1;12;3;0;10;0;0;0;11;1;3;0;0;4;2;0;1;0;0;0;11;6
P |01|01||07829994|0001|;P |01|01|11|;P;1;0;6;6;2;9;1;7;0;9;2;4;3;2;0;5;0;0;0;0;0;16;0
P |01|01||08007677|0001|;P |01|01|10|;M;1;0;6;12;2;5;1;1;14;16;8;7;0;0;0;14;2;0;0;0;0;31;2
P |01|01||02735565|0006|;P |01|01|07|;M;1;0;6;2;0;2;0;0;1;15;0;0;0;2;0;14;0;0;0;0;0;16;0
P |01|01||48102552|0009|;P |01|01|09|;P;1;0;6;0;0;1;0;0;2;3;1;0;0;0;0;4;0;0;0;0;0;5;1
P |01|01||08910541|0005|;P |01|01|01|;G;0;1;84;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;2;0
P |01|01||17540528|0001|;P |01|01|03|;P;0;1;1;0;0;3;0;2;3;1;0;0;0;0;4;2;0;0;0;0;0;6;0
P |01|01||23246327|807|;P |01|01|08|;P;1;0;6;15;0;3;0;3;0;1;2;2;0;0;0;0;0;0;0;0;0;4;3
P |01|01||08935806|0001|;P |01|01|12|;P;1;0;6;5;1;0;1;4;0;0;0;4;0;0;0;0;0;0;0;0;0;4;3
P |01|01||76493626|0001|;P |01|01|07|;G;1;0;6;3;1;0;1;0;12;13;10;0;1;1;0;13;0;0;0;0;0;25;0
P |01|01||10638157|0001|;P |01|01|10|;P;1;0;6;13;6;3;1;23;1;3;6;10;0;1;4;5;0;1;0;0;0;27;0
P |01|01||12181987|0001|;P |01|01|04|;M;1;0;6;2;0;0;0;6;9;12;1;2;2;1;0;20;1;0;0;0;0;27;0
P |01|01||71755540|0001|;P |01|01|08|;P;0;1;6;3;0;0;0;12;0;0;1;4;3;0;2;2;0;0;0;0;0;12;2
P |01|01||12686381|0001|;P |01|01|05|;P;0;1;7;1;0;3;0;2;0;2;0;1;0;0;2;1;0;0;0;0;0;4;0
P |01|01||57755217|0016|;P |01|01|09|;M;1;0;6;3;0;0;0;5;8;0;9;1;0;0;0;3;0;0;0;0;0;13;0
P |01|01||08508412|0001|;P |01|01|03|;P;0;1;11;4;2;8;0;7;2;10;3;0;0;0;5;8;3;0;0;0;0;19;0
P |01|01||57559387|0010|;P |01|01|07|;M;1;0;6;0;0;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1
P |01|01||22902694|0001|;P |01|01|05|;M;1;0;6;9;0;2;1;5;4;13;6;2;0;3;2;9;0;0;0;0;0;22;1
P |01|01||69890689|0001|;P |01|01|05|;P;1;0;6;12;7;4;1;7;0;5;2;7;0;0;1;2;0;0;0;0;0;12;1
P |01|01||61025995|0001|;P |01|01|01|;P;0;1;6;13;7;3;1;33;5;19;2;8;3;0;1;41;1;0;0;1;0;57;0
P |01|01||40432544|0224|;P |01|01|07|;M;1;0;6;6;0;3;0;2;15;55;6;5;11;2;9;37;2;0;0;0;0;72;0
P |01|01||17217670|0001|;P |01|01|03|;M;1;0;6;8;4;0;1;8;10;15;1;6;3;5;0;15;3;0;0;0;0;33;1
P |01|01||80196215|0001|;P |01|01|07|;P;0;1;6;3;3;3;3;12;1;6;3;1;3;0;2;10;0;0;0;0;0;19;0
P |01|01||11190137|0001|;P |01|01|04|;P;0;1;3;1;0;4;0;3;0;2;0;2;0;0;1;2;0;0;0;0;0;5;1
P |01|01||17343172|0001|;P |01|01|14|;P;1;0;6;16;5;5;1;15;21;36;11;17;2;6;3;31;1;0;0;1;0;72;1
P |01|01||76801166|0001|;P |01|01|07|;G;0;1;185;4;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0
P |01|01||10949447|0001|;P |01|01|09|;P;1;0;6;2;1;0;1;2;0;1;0;0;0;0;1;2;0;0;0;0;0;3;0
P |01|01||11720528|0001|;P |01|01|01|;P;0;1;6;0;0;2;3;5;2;4;1;2;0;0;0;7;1;0;0;0;0;11;1
P |01|01||09967852|0035|;P |01|01|07|;M;1;0;6;3;0;12;1;0;2;21;10;0;0;4;1;8;0;0;0;0;0;23;0
P |01|01||10607021|0001|;P |01|01|06|;P;0;1;10;6;0;7;0;0;0;6;0;1;1;0;3;1;0;0;0;0;0;6;4
P |01|01||42956441|0008|;P |01|01|04|;M;1;0;6;7;0;6;0;1;1;10;1;5;3;0;1;2;0;0;0;0;0;12;4
P |01|01||03055286|0001|;P |01|01|04|;P;1;0;6;9;4;10;1;0;27;29;2;8;3;0;7;34;2;0;0;0;0;56;1
P |01|01||11872656|0001|;P |01|01|11|;P;1;0;6;4;2;0;0;10;11;3;0;1;0;2;2;19;0;0;0;0;0;24;0
P |01|01||10489713|0001|;P |01|01|01|;M;1;0;6;2;1;0;1;1;1;10;1;0;0;0;0;10;1;0;0;0;0;12;0
P |01|01||07174869|0001|;P |01|01|01|;M;1;0;6;2;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0
P |01|01||11667114|0001|;P |01|01|09|;P;1;0;6;8;2;7;1;6;0;22;2;2;0;0;1;21;2;0;0;0;0;28;0
P |01|01||23444172|0001|;P |01|01|04|;P;0;1;8;0;0;7;0;10;0;13;3;10;0;4;1;5;0;0;0;0;0;23;2
P |01|01||24129183|0001|;P |01|01|05|;M;0;1;17;11;0;17;0;8;0;26;0;6;4;3;3;18;0;0;0;0;0;34;0
P |01|01||09064453|0001|;P |01|01|01|;M;0;1;6;1;0;0;3;3;0;4;0;1;0;0;0;5;1;0;0;0;0;7;0
P |01|01||03821107|0001|;P |01|01|04|;P;0;1;8;2;2;5;0;4;7;1;0;1;4;0;1;5;1;0;0;0;0;12;3
P |01|01||01615814|0007|;P |01|01|08|;G;1;0;6;2;0;12;2;19;13;22;7;35;5;0;0;4;3;0;0;0;0;54;0
P |01|01||04311093|0001|;P |01|01|14|;M;1;0;6;0;1;8;1;7;12;69;1;26;7;1;0;52;1;0;0;0;0;88;1
P |01|01||03281950|0004|;P |01|01|04|;M;1;0;6;3;0;2;1;5;12;2;7;2;0;5;2;3;0;0;0;0;0;19;1
P |01|01||62462015|0001|;P |01|01|01|;M;0;1;6;1;0;0;3;0;0;12;0;0;0;0;0;10;2;0;0;0;0;12;0
P |01|01||10830108|0001|;P |01|01|11|;P;1;0;6;2;0;10;1;4;2;2;2;0;2;0;0;4;0;0;0;0;0;8;2
P |01|01||77388007|0004|;P |01|01|09|;G;1;0;6;1;0;0;0;2;0;5;1;3;0;2;0;1;0;0;0;0;0;7;0
P |01|01||92132786|0001|;P |01|01|04|;M;0;1;4;0;1;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;4
P |01|01||05600443|0001|;P |01|01|13|;M;1;0;6;1;0;2;1;1;2;3;5;0;0;0;0;1;0;0;0;0;0;6;0
P |01|01||86615135|0001|;P |01|01|11|;P;0;1;15;8;4;4;0;6;0;2;0;1;4;0;3;0;0;0;0;0;0;8;4
P |01|01||17359233|0001|;P |01|01|03|;M;1;0;6;1;0;0;0;4;0;11;3;0;1;0;2;9;0;0;0;0;0;15;1
P |01|01||02572042|0001|;P |01|01|04|;P;1;0;6;7;0;5;0;4;0;0;1;1;0;0;1;1;0;0;0;0;0;4;1
P |01|01||03538995|0001|;P |01|01|01|;M;1;0;6;4;0;3;0;1;6;3;4;3;1;0;0;2;0;0;0;0;0;10;1
P |01|01||03428529|0001|;P |01|01|05|;G;0;1;6;5;2;3;1;3;11;1;2;3;0;0;0;10;0;0;0;0;0;15;0
P |01|01||67003590|0008|;P |01|01|07|;P;1;0;6;2;0;1;0;0;3;0;1;0;0;0;1;1;0;0;0;0;0;3;1
P |01|01||14861125|0001|;P |01|01|01|;P;1;0;6;6;3;0;1;3;27;13;4;3;0;0;0;28;8;0;0;0;0;43;0
P |01|01||22208173|0001|;P |01|01|05|;P;0;1;44;0;0;2;1;3;0;9;0;1;0;1;1;9;0;0;0;0;0;12;0
P |01|01||13646338|0001|;P |01|01|07|;P;1;0;6;9;4;3;1;2;13;65;20;8;3;9;4;36;0;0;0;0;0;80;0
P |01|01||18368880|0001|;P |01|01|04|;P;0;1;6;1;0;13;0;12;0;2;3;5;2;1;1;2;0;0;0;0;0;14;0
P |01|01||20800170|0001|;P |01|01|04|;P;0;1;13;1;0;13;0;11;0;7;4;4;0;0;0;10;0;0;0;0;0;18;0
P |01|01||14034584|0001|;P |01|01|09|;M;1;0;6;1;1;0;3;1;3;15;11;1;0;0;0;7;0;0;0;0;0;19;0
P |01|01||15153745|0001|;P |01|01|09|;M;1;0;6;7;0;11;0;2;12;7;4;3;6;0;2;6;0;0;0;0;0;21;0
P |01|01||01248915|0001|;P |01|01|01|;M;1;0;6;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;2;1
P |01|01||80680093|0005|;P |01|01|04|;M;1;0;6;2;0;4;0;0;2;12;2;0;1;3;2;6;0;0;0;0;0;14;0
P |01|01||03681572|0001|;P |01|01|01|;G;1;0;6;2;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;2;0
P |01|01||10439645|0001|;P |01|01|14|;P;0;1;6;8;2;2;3;9;0;1;1;3;3;0;1;2;0;0;0;0;0;10;5
P |01|01||00795423|0001|;P |01|01|03|;M;1;0;6;3;0;0;0;15;1;32;8;8;4;3;0;22;3;0;0;0;0;48;0
P |01|01||03119862|0001|;P |01|01|03|;M;1;0;6;2;1;0;1;3;0;30;1;1;0;0;0;24;7;0;0;0;0;33;0
P |01|01||55389295|072|;P |01|01|04|;P;1;0;6;1;0;4;1;9;0;0;1;4;1;0;1;2;0;0;0;0;0;9;1
P |01|01||02911978|0001|;P |01|01|03|;P;1;0;6;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;2;0
P |01|01||02696234|0001|;P |01|01|09|;P;0;1;5;3;1;4;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;0
P |01|01||08546929|0001|;P |01|01|01|;M;1;0;6;1;0;0;0;6;3;8;3;1;0;0;0;12;1;0;0;0;0;17;2
P |01|01||04164048|0001|;P |01|01|07|;P;0;1;8;3;1;5;0;12;0;0;0;1;7;0;0;4;0;0;0;0;0;12;2
P |01|01||24788599|0001|;P |01|01|04|;P;0;1;6;2;1;4;0;0;7;1;0;3;1;0;1;3;0;0;0;0;0;8;1
P |01|01||13164648|0001|;P |01|01|06|;P;1;0;6;0;0;1;1;5;0;1;0;0;0;0;0;6;0;0;0;0;0;6;0
P |01|01||10920741|0001|;P |01|01|01|;P;0;1;2;0;0;3;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
P |01|01||04529876|0001|;P |01|01|07|;P;1;0;6;6;0;0;1;8;8;8;4;3;3;0;0;13;1;0;0;0;0;24;0
P |01|01||03336489|0001|;P |01|01|04|;P;0;1;17;10;3;8;0;2;0;2;0;3;0;0;0;1;0;0;0;0;0;4;7
P |01|01||23822737|0001|;P |01|01|03|;P;1;0;6;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||14890737|0001|;P |01|01|08|;P;1;0;6;6;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3
P |01|01||17314844|0001|;P |01|01|01|;P;1;0;6;2;1;1;1;0;8;0;0;1;0;0;0;5;2;0;0;0;0;8;0
P |01|01||06350139|0001|;P |01|01|05|;P;1;0;6;7;0;0;0;5;3;13;3;3;4;0;0;11;0;0;0;0;0;21;0
P |01|01||13236383|0001|;P |01|01|04|;M;1;0;6;1;1;0;1;0;2;7;2;1;0;1;1;4;0;0;0;0;0;9;0
P |01|01||11276269|0001|;P |01|01|01|;P;1;0;6;13;5;0;1;8;3;15;0;3;2;0;0;15;6;0;0;0;0;26;2
P |01|01||07914564|0001|;P |01|01|09|;M;1;0;6;3;1;0;1;6;0;8;2;0;0;0;1;11;0;0;0;0;0;14;0
P |01|01||16910149|0001|;P |01|01|04|;P;1;0;6;5;1;2;0;19;0;10;5;15;4;1;0;2;0;1;0;1;0;29;1
P |01|01||49930514|0008|;P |01|01|07|;M;1;0;6;11;0;10;0;2;47;23;1;8;5;10;4;39;5;0;0;0;0;72;0
P |01|01||17215039|0001|;P |01|01|03|;M;1;0;6;3;1;19;1;8;1;19;8;3;0;3;2;9;3;0;0;0;0;28;0
P |01|01||08486781|0001|;P |01|01|13|;M;1;0;6;13;4;3;0;3;16;17;14;1;1;0;0;19;1;0;0;0;0;36;0
P |01|01||07889466|0001|;P |01|01|11|;P;1;0;6;2;0;1;0;1;1;3;0;0;0;0;0;5;0;0;0;0;0;5;1
P |01|01||00029372|0002|;P |01|01|03|;P;1;0;6;3;0;0;3;0;5;16;0;4;0;0;0;12;5;0;0;0;0;21;1
P |01|01||71027866|0001|;P |01|01|03|;M;1;0;6;5;0;0;0;3;26;117;9;19;14;1;0;95;7;0;1;0;0;146;0
