COD_EMPRESA;COD_FILIAL;PORTE;B_SOCIO;B_PEDIDO_DEMISSAO;QNT_MESES_ASSOC;PAGO_EM_DIA;PAGO_EM_DIA_POSTERGADO;PAGO_EM_ATRASO;EM_ABERTO;CAT_CARGO1;CAT_CARGO2;CAT_CARGO3;GRUPO1;GRUPO2;GRUPO3;GRUPO4;GRUPO5;GRUPO6;GRUPO7;GRUPO8;GRUPO9;GRUPO10;GRUPO11;TOTAL_PART_EVENTOS;MESES_SEM_PART
P |01|01||03443735|0007|;P |01|01|05|;P;0;1;51;0;0;3;0;0;0;8;1;1;0;0;1;5;0;0;0;0;0;8;2
P |01|01||04387430|0001|;P |01|01|05|;P;1;0;6;16;8;2;1;16;0;21;3;12;8;2;3;8;0;1;0;0;0;37;2
P |01|01||04041933|0025|;P |01|01|06|;M;1;0;6;1;0;4;0;0;1;9;0;1;0;2;3;2;2;0;0;0;0;10;1
P |01|01||03882840|0001|;P |01|01|04|;M;0;1;6;6;4;1;3;5;2;36;2;16;1;6;2;16;0;0;0;0;0;43;0
P |01|01||02340534|0001|;P |01|01|05|;M;1;0;6;13;8;5;0;18;7;47;6;10;3;16;7;30;0;0;0;0;0;72;1
P |01|01||04837184|0001|;P |01|01|05|;P;1;0;6;17;5;7;1;0;0;24;0;2;0;1;12;2;7;0;0;0;0;24;0
P |01|01||01515050|0001|;P |01|01|07|;M;1;0;6;17;12;26;0;7;32;137;16;20;7;6;3;121;3;0;0;0;0;176;0
P |01|01||22447684|0001|;P |01|01|03|;M;1;0;6;9;6;2;1;6;8;35;10;4;1;0;12;17;2;0;3;0;0;49;1
P |01|01||00332420|0001|;P |01|01|03|;P;1;0;6;17;8;1;0;2;4;28;0;2;0;0;14;12;3;1;2;0;0;34;0
P |01|01||34028316|0015|;P |01|01|03|;M;1;0;6;0;0;0;3;3;14;168;21;22;14;16;7;104;1;0;0;0;0;185;0
P |01|01||29799921|0001|;P |01|01|03|;M;1;0;6;5;2;21;1;6;14;89;9;10;13;0;1;76;0;0;0;0;0;109;0
P |01|01||62286927|0001|;P |01|01|08|;P;1;0;6;21;6;6;1;15;3;25;2;6;13;0;17;3;1;0;0;1;0;43;0
P |01|01||04910802|0001|;P |01|01|03|;P;0;1;46;5;3;4;0;0;0;20;0;3;1;0;4;12;0;0;0;0;0;20;1
P |01|01||19045439|0001|;P |01|01|03|;M;1;0;6;15;5;6;1;20;0;52;11;6;2;6;7;30;2;8;0;0;0;72;1
P |01|01||16815585|0001|;P |01|01|08|;P;0;1;6;1;0;3;0;0;2;5;0;3;0;0;1;3;0;0;0;0;0;7;4
P |01|01||14238056|0001|;P |01|01|04|;P;0;1;6;8;1;16;0;12;0;17;2;9;0;4;1;13;0;0;0;0;0;29;0
P |01|01||22355622|0001|;P |01|01|03|;P;1;0;6;17;9;0;0;18;4;72;5;11;5;4;3;64;2;0;0;0;0;94;1
P |01|01||20650949|0001|;P |01|01|11|;P;1;0;6;6;5;15;1;29;9;83;10;17;23;9;3;57;2;0;0;0;0;121;1
P |01|01||05493946|0001|;P |01|01|03|;P;1;0;6;17;8;1;0;12;2;41;7;6;2;17;0;23;0;0;0;0;0;55;0
P |01|01||13385312|0001|;P |01|01|04|;P;0;1;64;0;0;3;0;0;0;13;1;4;0;0;0;8;0;0;0;0;0;13;1
P |01|01||04884422|0001|;P |01|01|05|;P;0;1;6;12;7;2;3;0;0;6;4;1;0;0;0;1;0;0;0;0;0;6;17
P |01|01||21312924|0001|;P |01|01|03|;P;0;1;83;0;0;9;0;3;0;24;0;4;0;5;2;14;1;1;0;0;0;27;0
P |01|01||04811849|0001|;P |01|01|05|;P;1;0;6;15;7;4;0;0;1;54;0;0;0;16;6;24;2;7;0;0;0;55;3
P |01|01||17185315|0001|;P |01|01|03|;P;1;0;6;17;9;0;0;0;1;26;2;3;2;0;9;10;1;0;0;0;0;27;0
P |01|01||05337875|0001|;P |01|01|04|;M;1;0;6;17;7;2;1;1;0;2;0;1;0;0;2;0;0;0;0;0;0;3;1
P |01|01||00085885|0001|;P |01|01|03|;M;1;0;6;4;0;6;0;19;1;42;3;7;11;11;12;14;1;3;0;0;0;62;0
P |01|01||05337875|0003|;P |01|01|01|;M;1;0;6;17;5;8;1;9;3;29;2;12;3;0;0;21;1;0;1;1;0;41;0
P |01|01||11260322|0001|;P |01|01|04|;P;0;1;45;0;0;3;0;1;0;14;3;3;1;0;5;0;0;0;0;3;0;15;0
P |01|01||10547213|0001|;P |01|01|03|;P;0;1;11;6;4;5;0;0;0;9;0;0;0;0;3;5;1;0;0;0;0;9;0
P |01|01||91068312|0001|;P |01|01|04|;P;0;1;40;6;3;4;0;2;0;6;0;1;0;0;0;7;0;0;0;0;0;8;0
P |01|01||03625874|0004|;P |01|01|03|;P;0;1;106;5;1;4;0;0;0;19;3;4;0;0;8;4;0;0;0;0;0;19;0
P |01|01||05423963|0153|;P |01|01|09|;M;1;0;6;0;0;1;2;1;1;0;0;0;0;0;0;2;0;0;0;0;0;2;4
P |01|01||00000627|0001|;P |01|01|08|;M;0;1;6;8;4;0;1;4;4;2;1;3;0;0;2;4;0;0;0;0;0;10;3
P |01|01||00000628|0001|;P |01|01|07|;P;0;1;6;9;3;1;1;9;0;13;0;4;2;0;0;16;0;0;0;0;0;22;1
P |01|01||00000629|0001|;P |01|01|07|;P;0;1;5;0;0;6;0;5;0;0;0;1;0;0;0;4;0;0;0;0;0;5;1
P |01|01||00000630|0001|;P |01|01|14|;P;0;1;7;1;1;4;0;8;0;12;2;7;1;0;0;10;0;0;0;0;0;20;3
P |01|01||10581687|0001|;P |01|01|11|;P;1;0;6;3;0;2;0;0;1;1;0;0;2;0;0;0;0;0;0;0;0;2;0
P |01|01||00000050|0001|;P |01|01|07|;P;1;0;6;3;1;0;1;0;2;3;1;0;1;0;1;2;0;0;0;0;0;5;0
P |01|01||00000052|0001|;P |01|01|05|;P;1;0;6;4;0;0;1;2;2;2;2;0;0;0;0;4;0;0;0;0;0;6;1
P |01|01||23367371|0001|;P |01|01|08|;P;1;0;6;1;0;2;2;3;0;4;0;6;0;0;0;1;0;0;0;0;0;7;1
P |01|01||00000053|0001|;P |01|01|08|;M;1;0;6;2;0;0;0;8;5;1;2;5;1;0;4;1;1;0;0;0;0;14;1
P |01|01||00000054|0001|;P |01|01|14|;P;1;0;6;0;0;1;1;6;0;0;1;2;0;0;1;2;0;0;0;0;0;6;1
P |01|01||00000636|0001|;P |01|01|07|;G;1;0;6;3;0;0;0;16;8;17;8;6;2;1;4;18;2;0;0;0;0;41;0
P |01|01||24589581|0001|;P |01|01|07|;P;0;1;15;3;0;5;0;3;0;0;0;0;2;0;1;0;0;0;0;0;0;3;1
P |01|01||00000638|0001|;P |01|01|03|;M;0;1;6;0;0;3;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0;2;0
P |01|01||07445282|0001|;P |01|01|04|;P;0;1;60;6;0;9;0;14;0;26;0;20;4;0;6;10;0;0;0;0;0;40;0
P |01|01||94595907|0001|;P |01|01|04|;P;1;0;6;7;4;17;1;17;0;15;2;9;14;0;1;6;0;0;0;0;0;32;1
P |01|01||06066194|0001|;P |01|01|04|;P;1;0;6;16;7;3;0;9;0;16;0;4;1;0;8;10;0;0;0;2;0;25;1
P |01|01||71208516|0184|;P |01|01|03|;P;1;0;6;11;0;11;0;1;3;33;7;5;0;0;6;17;2;0;0;0;0;37;1
P |01|01||14584906|0001|;P |01|01|12|;P;0;1;15;0;0;3;0;0;0;15;0;9;2;2;2;0;0;0;0;0;0;15;5
P |01|01||08059014|0001|;P |01|01|03|;P;1;0;6;19;6;1;1;9;0;41;4;8;0;0;19;14;5;0;0;0;0;50;1
P |01|01||04726466|0001|;P |01|01|04|;P;0;1;17;6;3;4;0;6;3;23;3;12;0;0;6;11;0;0;0;0;0;32;0
P |01|01||03257991|0001|;P |01|01|03|;M;1;0;6;9;4;15;0;79;0;145;21;30;23;9;3;130;5;3;0;0;0;224;0
P |01|01||46044053|0001|;P |01|01|08|;M;1;0;6;4;1;2;1;11;50;95;12;53;63;9;3;11;5;0;0;0;0;156;0
P |01|01||18565382|0006|;P |01|01|03|;G;1;0;6;4;1;3;0;2;9;96;30;14;11;5;2;40;4;1;0;0;0;107;2
P |01|01||36781037|0001|;P |01|01|14|;M;0;1;19;0;0;3;0;2;1;8;5;2;3;0;0;0;1;0;0;0;0;11;0
P |01|01||20615328|0001|;P |01|01|04|;P;0;1;13;2;0;3;0;0;0;6;0;3;0;0;1;2;0;0;0;0;0;6;2
P |01|01||48102552|0006|;P |01|01|03|;P;1;0;6;1;8;16;2;12;25;57;20;11;6;2;1;50;4;0;0;0;0;94;1
P |01|01||69250629|0001|;P |01|01|08|;P;0;1;9;0;0;4;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;2;0
P |01|01||11678833|0001|;P |01|01|04|;P;0;1;65;0;0;7;0;0;0;10;0;0;2;0;7;1;0;0;0;0;0;10;13
P |01|01||11263343|0001|;P |01|01|03|;M;1;0;6;21;3;2;1;6;19;85;21;5;1;12;1;67;3;0;0;0;0;110;0
P |01|01||22318170|0001|;P |01|01|05|;P;0;1;12;0;0;3;0;0;0;14;0;1;0;0;6;1;6;0;0;0;0;14;0
P |01|01||20446217|0001|;P |01|01|03|;P;1;0;6;18;8;0;1;7;1;36;0;3;2;0;14;21;4;0;0;0;0;44;0
P |01|01||03030092|0001|;P |01|01|01|;P;0;1;246;0;0;5;0;0;0;6;0;2;2;0;1;0;1;0;0;0;0;6;2
P |01|01||04363575|0001|;P |01|01|09|;P;0;1;6;2;1;14;3;1;0;12;0;2;0;0;3;8;0;0;0;0;0;13;3
P |01|01||65174088|0001|;P |01|01|03|;P;1;0;6;17;6;3;0;12;0;32;2;7;11;0;3;18;3;0;0;0;0;44;0
P |01|01||01255107|0001|;P |01|01|05|;P;0;1;138;1;5;18;0;7;0;19;3;10;4;0;7;2;0;0;0;0;0;26;0
P |01|01||22124939|0001|;P |01|01|04|;P;0;1;31;9;4;5;0;7;0;23;3;9;0;2;7;9;0;0;0;0;0;30;1
P |01|01||07827022|0001|;P |01|01|03|;P;0;1;72;0;0;3;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;5;0
P |01|01||10854270|0001|;P |01|01|05|;P;1;0;6;18;8;0;0;6;3;26;5;7;6;0;0;13;1;3;0;0;0;35;1
P |01|01||09174577|0001|;P |01|01|03|;P;1;0;6;15;7;4;1;3;5;34;2;5;0;3;10;15;6;1;0;0;0;42;0
P |01|01||05324072|0001|;P |01|01|04|;M;1;0;6;14;5;3;0;3;23;25;2;23;4;8;0;14;0;0;0;0;0;51;0
P |01|01||93586303|0001|;P |01|01|04|;G;1;0;6;2;0;6;0;5;16;98;18;34;9;30;4;24;0;0;0;0;0;119;0
P |01|01||03399403|0001|;P |01|01|03|;P;1;0;6;16;7;1;1;13;2;33;1;3;0;0;5;37;2;0;0;0;0;48;0
P |01|01||08636985|0001|;P |01|01|08|;P;0;1;32;3;1;3;0;2;0;31;0;5;1;0;23;4;0;0;0;0;0;33;0
P |01|01||08797140|0001|;P |01|01|06|;P;0;1;12;0;0;3;0;0;0;12;0;0;0;0;9;3;0;0;0;0;0;12;2
P |01|01||21560920|0001|;P |01|01|08|;P;1;0;6;15;7;4;1;20;0;25;11;5;16;0;2;9;0;0;0;2;0;45;0
P |01|01||00949306|0001|;P |01|01|03|;P;0;1;108;0;0;3;0;0;0;14;0;0;0;0;5;9;0;0;0;0;0;14;0
P |01|01||19503619|0001|;P |01|01|08|;P;1;0;6;12;6;9;1;6;0;7;2;4;0;4;1;0;1;0;0;1;0;13;0
P |01|01||24027450|0001|;P |01|01|03|;P;0;1;48;9;4;3;0;12;0;22;0;4;13;0;1;14;2;0;0;0;0;34;0
P |01|01||01219027|0001|;P |01|01|04|;P;1;0;6;15;7;4;1;9;2;90;8;34;1;2;3;53;0;0;0;0;0;101;0
P |01|01||62173620|0004|;P |01|01|05|;P;0;1;218;1;0;1;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;16
P |01|01||10221279|0002|;P |01|01|03|;M;0;1;29;2;1;8;0;0;2;14;0;0;0;1;10;4;0;1;0;0;0;16;0
P |01|01||65817165|0001|;P |01|01|01|;P;0;1;14;0;0;3;0;0;0;19;1;6;0;1;1;10;0;0;0;0;0;19;2
P |01|01||01335721|0001|;P |01|01|03|;P;0;1;72;5;3;4;0;0;0;29;0;0;0;0;9;19;1;0;0;0;0;29;0
P |01|01||02905424|0001|;P |01|01|08|;M;0;1;6;6;2;6;3;0;8;86;0;30;22;8;18;14;1;0;1;0;0;94;0
P |01|01||17271925|0001|;P |01|01|03|;M;0;1;44;0;0;3;0;0;0;13;1;1;0;0;5;5;0;1;0;0;0;13;0
P |01|01||17861895|0001|;P |01|01|07|;P;0;1;20;0;0;3;0;0;0;15;0;2;0;2;4;7;0;0;0;0;0;15;1
P |01|01||22242759|0001|;P |01|01|10|;P;0;1;10;0;0;3;0;0;0;20;6;0;0;0;9;5;0;0;0;0;0;20;0
P |01|01||17245234|0001|;P |01|01|03|;G;1;0;6;13;6;7;0;6;8;52;22;3;20;5;0;14;2;0;0;0;0;66;0
P |01|01||07572579|0001|;P |01|01|05|;P;1;0;6;17;9;0;0;9;1;25;2;1;7;15;0;9;1;0;0;0;0;35;0
P |01|01||38465282|0001|;P |01|01|03|;P;1;0;6;18;7;3;1;9;1;17;1;0;3;0;11;10;2;0;0;0;0;27;0
P |01|01||16720969|0001|;P |01|01|07|;P;1;0;6;16;8;2;1;2;0;4;0;0;2;0;4;0;0;0;0;0;0;6;20
P |01|01||70937271|0001|;P |01|01|11|;M;1;0;6;17;7;2;1;5;28;46;11;19;2;2;18;23;3;0;1;0;0;79;1
P |01|01||04740876|0002|;P |01|01|03|;P;0;1;28;0;0;3;0;0;0;14;0;0;1;0;5;8;0;0;0;0;0;14;0
P |01|01||74516196|0001|;P |01|01|08|;P;0;1;56;4;0;6;0;0;0;10;1;7;0;0;1;1;0;0;0;0;0;10;0
P |01|01||08588210|0001|;P |01|01|05|;P;0;1;19;2;1;6;0;0;0;14;1;3;0;1;2;7;0;0;0;0;0;14;1
P |01|01||17281106|0001|;P |01|01|03|;G;1;0;6;5;0;2;0;27;52;355;8;49;64;23;2;278;10;0;0;0;0;434;0
P |01|01||08902291|0001|;P |01|01|03|;M;1;0;6;1;0;1;3;2;13;240;20;40;13;13;0;168;1;0;0;0;0;255;2
P |01|01||11454610|0001|;P |01|01|08|;P;1;0;6;1;0;24;2;6;0;6;0;0;9;0;0;2;1;0;0;0;0;12;2
P |01|01||07583629|0001|;P |01|01|01|;M;0;1;6;14;0;0;0;5;2;11;1;5;2;0;0;10;0;0;0;0;0;18;0
P |01|01||00000640|0001|;P |01|01|08|;P;1;0;6;4;1;9;1;7;0;7;0;7;1;0;1;5;0;0;0;0;0;14;4
P |01|01||74404229|0005|;P |01|01|08|;M;1;0;6;1;0;3;0;25;5;11;3;27;1;6;1;2;1;0;0;0;0;41;0
P |01|01||00000645|0001|;P |01|01|07|;P;0;1;6;4;2;0;3;0;2;4;1;0;1;1;2;1;0;0;0;0;0;6;0
P |01|01||23121737|0001|;P |01|01|06|;P;1;0;6;6;2;9;1;7;0;46;1;17;2;0;20;13;0;0;0;0;0;53;0
P |01|01||20656668|0001|;P |01|01|14|;P;1;0;6;12;7;2;1;17;0;24;6;10;3;3;7;12;0;0;0;0;0;41;2
P |01|01||17185786|0001|;P |01|01|03|;M;1;0;6;5;1;16;0;3;2;87;0;19;14;1;4;50;3;1;0;0;0;92;1
P |01|01||12071922|0002|;P |01|01|06|;P;0;1;6;2;1;13;3;6;0;29;1;4;1;1;20;8;0;0;0;0;0;35;2
P |01|01||10924204|0001|;P |01|01|03|;M;1;0;6;5;4;9;1;12;0;47;2;12;1;4;11;25;4;0;0;0;0;59;1
P |01|01||09605498|0001|;P |01|01|04|;P;0;1;28;8;0;12;0;4;0;63;12;19;0;4;11;20;0;0;0;1;0;67;3
P |01|01||00676486|0005|;P |01|01|08|;M;1;0;6;45;0;33;0;0;7;22;0;14;1;0;6;2;6;0;0;0;0;29;0
P |01|01||06289377|0001|;P |01|01|08|;P;0;1;6;11;4;12;1;8;0;42;1;23;11;0;2;10;3;0;0;0;0;50;0
P |01|01||22159973|0001|;P |01|01|04|;P;0;1;14;0;0;3;0;0;0;10;1;6;0;0;1;2;0;0;0;0;0;10;3
P |01|01||02591818|0009|;P |01|01|03|;M;0;1;6;8;0;16;1;1;0;16;0;0;4;1;8;3;1;0;0;0;0;17;6
P |01|01||04374945|0001|;P |01|01|04|;P;1;0;6;17;9;0;0;16;5;51;0;30;5;6;5;25;1;0;0;0;0;72;0
P |01|01||06063252|0001|;P |01|01|01|;M;0;1;15;3;1;5;0;1;1;9;1;5;0;1;0;4;0;0;0;0;0;11;7
P |01|01||09625442|0001|;P |01|01|14|;P;0;1;31;8;2;8;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;2;3
P |01|01||02743507|0002|;P |01|01|07|;M;0;1;6;15;4;4;2;1;0;8;0;3;1;1;4;0;0;0;0;0;0;9;6
P |01|01||71009310|0001|;P |01|01|09|;P;1;0;6;2;8;20;1;0;0;45;0;5;1;0;9;24;6;0;0;0;0;45;0
P |01|01||28195667|0001|;P |01|01|03|;M;1;0;6;17;15;1;1;2;5;15;1;7;0;0;0;11;3;0;0;0;0;22;0
P |01|01||11436147|0001|;P |01|01|01|;P;0;1;9;0;0;3;0;0;0;5;0;1;0;0;0;4;0;0;0;0;0;5;2
P |01|01||83472803|0010|;P |01|01|05|;P;1;0;6;17;7;2;1;0;0;5;0;0;0;0;0;4;1;0;0;0;0;5;1
P |01|01||49928567|0006|;P |01|01|08|;P;1;0;6;11;9;9;0;6;11;28;2;3;0;0;7;29;4;0;0;0;0;45;0
P |01|01||10765452|0001|;P |01|01|01|;P;0;1;56;0;0;3;0;0;2;21;0;5;3;0;8;7;0;0;0;0;0;23;0
P |01|01||03958504|0001|;P |01|01|03|;M;1;0;6;9;4;17;1;17;13;50;8;15;1;0;2;53;1;0;0;0;0;80;0
P |01|01||03472246|0001|;P |01|01|01|;M;0;1;70;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0
P |01|01||20870922|0001|;P |01|01|07|;P;0;1;10;0;0;3;0;1;0;5;0;0;0;1;5;0;0;0;0;0;0;6;0
P |01|01||11621598|0001|;P |01|01|03|;P;1;0;6;13;4;9;0;3;0;25;2;4;0;0;10;7;1;0;4;0;0;28;0
P |01|01||03791490|0005|;P |01|01|07|;P;0;1;112;0;0;3;0;0;1;12;2;1;0;0;3;7;0;0;0;0;0;13;0
P |01|01||00777416|0001|;P |01|01|07|;P;0;1;16;0;0;5;0;0;0;5;0;3;0;0;0;2;0;0;0;0;0;5;10
P |01|01||09204276|0001|;P |01|01|08|;P;1;0;6;14;6;9;1;13;1;45;0;29;9;0;10;7;4;0;0;0;0;59;1
P |01|01||15333310|0001|;P |01|01|05|;P;1;0;6;19;3;4;1;12;0;18;3;9;14;0;2;2;0;0;0;0;0;30;1
P |01|01||78589504|0001|;P |01|01|07|;P;0;1;16;8;2;1;0;0;0;3;0;2;1;0;0;0;0;0;0;0;0;3;0
P |01|01||83472803|0007|;P |01|01|07|;P;0;1;6;14;6;2;1;1;2;11;0;0;1;0;5;6;2;0;0;0;0;14;5
P |01|01||61562112|0005|;P |01|01|03|;M;1;0;6;17;7;2;1;6;9;32;16;4;2;1;3;18;3;0;0;0;0;47;2
P |01|01||76029180|0001|;P |01|01|07|;M;1;0;6;23;3;0;1;13;22;108;18;16;37;9;12;49;1;0;1;0;0;143;0
P |01|01||05576294|0001|;P |01|01|08|;P;0;1;44;1;0;3;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0
P |01|01||04547038|0001|;P |01|01|03|;P;0;1;127;0;0;3;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;3;0
P |01|01||21287581|0001|;P |01|01|05|;P;1;0;6;17;7;2;1;5;0;27;8;0;9;2;0;9;4;0;0;0;0;32;5
P |01|01||06887066|0001|;P |01|01|01|;P;0;1;15;1;0;3;0;0;0;21;1;4;0;0;0;13;3;0;0;0;0;21;2
P |01|01||96604665|0001|;P |01|01|01|;P;1;0;6;14;8;4;1;24;16;45;3;18;3;2;1;43;13;2;0;0;0;85;0
P |01|01||46323754|0022|;P |01|01|03|;P;1;0;6;10;4;5;0;0;4;46;1;8;0;3;8;29;1;0;0;0;0;50;0
P |01|01||01171587|0001|;P |01|01|15|;M;0;1;24;0;0;3;0;0;0;18;5;2;5;1;3;1;0;0;1;0;0;18;0
P |01|01||20405283|0001|;P |01|01|01|;P;0;1;19;0;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0
P |01|01||19199348|0008|;P |01|01|03|;G;1;0;6;4;0;0;0;53;11;138;39;9;33;34;0;80;7;0;0;0;0;202;0
P |01|01||81246027|0001|;P |01|01|07|;P;0;1;5;0;0;3;0;0;0;10;0;0;0;4;0;6;0;0;0;0;0;10;1
P |01|01||02927450|0001|;P |01|01|03|;P;0;1;54;5;2;6;0;1;0;29;0;1;0;0;9;18;0;2;0;0;0;30;0
P |01|01||00650069|0001|;P |01|01|06|;P;1;0;6;9;3;3;1;4;0;11;0;7;1;2;1;4;0;0;0;0;0;15;7
P |01|01||03488508|0001|;P |01|01|05|;P;0;1;6;11;2;11;0;25;10;54;5;22;2;4;10;43;3;0;0;0;0;89;0
P |01|01||34516088|0002|;P |01|01|03|;M;1;0;6;2;0;2;0;16;29;172;12;22;34;13;1;114;21;0;0;0;0;217;0
P |01|01||24045795|0001|;P |01|01|09|;P;0;1;18;0;0;12;0;1;0;10;1;3;2;0;1;4;0;0;0;0;0;11;4
P |01|01||04752237|0001|;P |01|01|05|;P;1;0;6;14;7;3;1;19;28;9;6;13;9;0;1;26;1;0;0;0;0;56;0
P |01|01||62173620|0006|;P |01|01|03|;M;0;1;196;0;0;5;0;0;0;18;0;0;0;0;13;5;0;0;0;0;0;18;0
P |01|01||08060465|0001|;P |01|01|01|;P;0;1;8;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;4
P |01|01||00562944|0001|;P |01|01|03|;P;1;0;6;5;1;19;1;1;0;36;0;2;0;0;15;11;9;0;0;0;0;37;0
P |01|01||07747778|0001|;P |01|01|01|;P;0;1;10;0;0;3;0;0;0;3;0;2;0;0;0;1;0;0;0;0;0;3;6
P |01|01||05850764|0001|;P |01|01|09|;M;0;1;30;2;1;3;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;2;11
P |01|01||01777907|0001|;P |01|01|12|;P;0;1;13;0;0;4;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;2;3
P |01|01||22594187|0001|;P |01|01|08|;P;0;1;11;0;0;3;0;0;0;15;1;4;4;0;6;0;0;0;0;0;0;15;0
P |01|01||00000668|0001|;P |01|01|14|;P;0;1;7;0;0;5;0;9;1;1;4;6;1;0;0;0;0;0;0;0;0;11;0
P |01|01||00000669|0001|;P |01|01|08|;P;1;0;6;5;4;4;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;10
P |01|01||00000670|0001|;P |01|01|04|;P;0;1;6;5;2;1;3;12;0;3;3;8;0;0;1;1;2;0;0;0;0;15;0
P |01|01||00000647|0001|;P |01|01|05|;P;0;1;3;0;0;6;0;7;0;5;0;5;0;0;2;5;0;0;0;0;0;12;0
P |01|01||13235518|0001|;P |01|01|08|;P;0;1;105;0;0;3;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;6
P |01|01||71206452|0001|;P |01|01|03|;P;1;0;6;13;5;0;1;21;0;32;10;10;6;0;0;23;2;1;1;0;0;53;0
P |01|01||12238021|0001|;P |01|01|08|;P;0;1;43;4;1;4;0;0;0;14;1;6;0;0;2;5;0;0;0;0;0;14;8
P |01|01||20492641|0001|;P |01|01|03|;M;1;0;6;18;7;3;1;1;13;55;11;8;0;0;10;40;0;0;0;0;0;69;0
P |01|01||18082527|0001|;P |01|01|10|;M;0;1;6;3;1;22;3;4;8;44;8;12;0;5;0;29;0;2;0;0;0;56;0
P |01|01||06979521|0001|;P |01|01|08|;P;1;0;6;4;3;5;0;3;8;42;11;14;12;8;1;2;5;0;0;0;0;53;1
P |01|01||15581482|0001|;P |01|01|03|;P;0;1;59;0;0;3;0;2;0;21;0;0;9;0;1;13;0;0;0;0;0;23;0
P |01|01||48393755|0001|;P |01|01|08|;P;1;0;6;16;8;2;1;1;1;9;4;4;0;0;1;2;0;0;0;0;0;11;0
P |01|01||20289825|0001|;P |01|01|08|;P;0;1;6;16;6;5;1;4;1;37;4;4;26;0;4;2;2;0;0;0;0;42;4
P |01|01||83539429|0001|;P |01|01|13|;P;1;0;6;3;1;4;0;1;0;2;0;1;0;0;0;1;0;0;1;0;0;3;14
P |01|01||93019446|0001|;P |01|01|04|;M;0;1;30;10;5;4;0;2;6;100;0;24;0;3;8;72;1;0;0;0;0;108;0
P |01|01||19470819|0001|;P |01|01|08|;P;0;1;36;0;0;3;0;0;0;4;0;2;1;0;1;0;0;0;0;0;0;4;0
P |01|01||11573100|0001|;P |01|01|04|;G;0;1;30;0;0;6;0;2;0;5;3;1;0;0;1;2;0;0;0;0;0;7;4
P |01|01||07296319|0001|;P |01|01|01|;M;0;1;15;0;0;4;0;0;0;14;0;10;2;1;0;1;0;0;0;0;0;14;0
P |01|01||04023992|0001|;P |01|01|06|;P;0;1;18;0;0;15;0;0;1;21;0;1;0;0;10;11;0;0;0;0;0;22;4
P |01|01||17163525|0001|;P |01|01|11|;P;0;1;33;3;0;12;0;2;0;28;1;12;0;0;12;5;0;0;0;0;0;30;2
P |01|01||17403551|0001|;P |01|01|03|;M;1;0;6;13;2;11;1;15;21;65;16;7;28;6;1;37;6;0;0;0;0;101;0
P |01|01||04578630|0001|;P |01|01|04|;P;0;1;10;0;0;3;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;4;7
P |01|01||23254337|0001|;P |01|01|03|;P;1;0;6;20;6;0;1;0;4;31;2;2;0;0;9;20;1;1;0;0;0;35;0
P |01|01||07680455|0001|;P |01|01|06|;P;0;1;116;0;0;6;0;1;0;18;0;6;0;0;6;7;0;0;0;0;0;19;5
P |01|01||08091350|0001|;P |01|01|14|;M;0;1;20;1;0;3;0;0;0;48;6;2;8;0;2;30;0;0;0;0;0;48;7
P |01|01||07741121|0001|;P |01|01|03|;M;1;0;6;2;5;19;1;0;4;57;6;6;0;0;7;31;3;0;8;0;0;61;1
P |01|01||03596968|0002|;P |01|01|06|;P;0;1;6;7;4;9;3;0;1;9;0;3;0;0;0;7;0;0;0;0;0;10;0
P |01|01||00981400|0001|;P |01|01|08|;M;1;0;6;17;8;1;1;12;0;13;3;10;4;0;0;0;7;0;1;0;0;25;1
P |01|01||00789312|0004|;P |01|01|03|;M;1;0;6;15;4;6;1;0;3;24;0;4;1;0;13;7;2;0;0;0;0;27;1
P |01|01||05019938|0001|;P |01|01|10|;P;0;1;27;0;0;4;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;4
P |01|01||22939069|0001|;P |01|01|08|;P;1;0;6;16;8;2;1;7;1;20;8;5;7;2;2;4;0;0;0;0;0;28;4
P |01|01||55568968|0003|;P |01|01|01|;P;1;0;6;3;0;8;0;4;0;17;1;3;11;0;0;4;1;0;1;0;0;21;2
P |01|01||19558594|0001|;P |01|01|03|;M;0;1;39;19;3;57;0;11;18;44;6;6;2;2;2;53;2;0;0;0;0;73;0
P |01|01||11445965|0001|;P |01|01|04|;P;0;1;6;7;1;10;1;16;1;28;2;15;3;0;5;20;0;0;0;0;0;45;0
